song_id,song_title,original_folder,download_log_row,manifest_source_file,cpdl_source_title,cpdl_media_filename,cpdl_media_url,edition_license,editor,cpdl_number,posted_date,cpdl_work_page,rights_review_status
252,Min vn r den bsta (August Sderman),4345,4345,4345.xml,Min vn r den bsta (August Sderman),Soed_63_Min_vän.mxl,https://www.cpdl.org/wiki/images/0/06/Soed_63_Min_v%C3%A4n.mxl,CPDL,Per-Anders Aglert,25772,2012-03-16,https://www.cpdl.org/wiki/index.php/Min_v%C3%A4n_%C3%A4r_den_b%C3%A4sta_(August_S%C3%B6derman),redistributable_cpdl_terms
253,Miserere mei (Antonio Lotti),3455,3455,3455.xml,Miserere mei (Antonio Lotti),Miserere_mei_Lotti.mxl,https://www.cpdl.org/wiki/images/6/6b/Miserere_mei_Lotti.mxl,CPDL,James Gibb,48546,2018-01-24,https://www.cpdl.org/wiki/index.php/Miserere_mei_(Antonio_Lotti),redistributable_cpdl_terms
254,Missa brevis in F (Giovanni Pierluigi da Palestrina),2735,2735,2735.xml,Missa brevis in F (Giovanni Pierluigi da Palestrina),Ws-pal-mbfc.mxl,https://www.cpdl.org/wiki/images/8/8b/Ws-pal-mbfc.mxl,CPDL,Leslie Hay MacKnight,5066,2003-05-15,https://www.cpdl.org/wiki/index.php/Missa_brevis_in_F_(Giovanni_Pierluigi_da_Palestrina),redistributable_cpdl_terms
255,Missa de bomba (Pedro Bermdez),3624,3624,3624.xml,Missa de bomba (Pedro Bermdez),Ber-bomk.mxl,https://www.cpdl.org/wiki/images/0/04/Ber-bomk.mxl,CPDL,Jonathan Goodliffe,25914,2012-04-11,https://www.cpdl.org/wiki/index.php/Missa_de_bomba_(Pedro_Berm%C3%BAdez),redistributable_cpdl_terms
256,Missa in D (Giuseppe Antonio Bernabei),4348,4348,4348.xml,Missa in D (Giuseppe Antonio Bernabei),Kyrie_in_D_Bernabei.mxl,https://www.cpdl.org/wiki/images/a/ae/Kyrie_in_D_Bernabei.mxl,CPDL,James Gibb,37662,2015-11-25,https://www.cpdl.org/wiki/index.php/Missa_in_D_(Giuseppe_Antonio_Bernabei),redistributable_cpdl_terms
259,"My God, my God, look upon me (John Blow)",4292,4292,4292.xml,"My God, my God, look upon me (John Blow)",My_God_my_God_Blow.mxl,https://www.cpdl.org/wiki/images/f/fb/My_God_my_God_Blow.mxl,CPDL,James Gibb,30127,2013-09-12,"https://www.cpdl.org/wiki/index.php/My_God,_my_God,_look_upon_me_(John_Blow)",redistributable_cpdl_terms
260,Nixington (Nehemiah Shumway),3299,3299,3299.xml,Nixington (Nehemiah Shumway),NixingtonShumway1793bprb.mxl,https://www.cpdl.org/wiki/images/e/e5/NixingtonShumway1793bprb.mxl,Public Domain,Barry Johnston,35717,2015-06-12,https://www.cpdl.org/wiki/index.php/Nixington_(Nehemiah_Shumway),public_domain_marker
261,O beata Virgo Maria (Oliver Hayes),3352,3352,3352.xml,O beata Virgo Maria (Oliver Hayes),O_Beata_Hayes.mxl,https://www.cpdl.org/wiki/images/b/b2/O_Beata_Hayes.mxl,CPDL,Oliver Hayes,38867,2016-03-14,https://www.cpdl.org/wiki/index.php/O_beata_Virgo_Maria_(Oliver_Hayes),redistributable_cpdl_terms
262,O dolce nocte (Philippe Verdelot),2991,2991,2991.xml,O dolce nocte (Philippe Verdelot),O_dolce_nocte.mxl,https://www.cpdl.org/wiki/images/4/48/O_dolce_nocte.mxl,CPDL,James Gibb,29996,2013-08-26,https://www.cpdl.org/wiki/index.php/O_dolce_nocte_(Philippe_Verdelot),redistributable_cpdl_terms
263,"O God, the author of peace (Joseph Key)",4381,4381,4381.xml,"O God, the author of peace (Joseph Key)",KeyJ-OGodTheAuthor.mxl,https://www.cpdl.org/wiki/images/8/89/KeyJ-OGodTheAuthor.mxl,Public Domain,Edmund Gooch,26170,2012-05-13,"https://www.cpdl.org/wiki/index.php/O_God,_the_author_of_peace_(Joseph_Key)",public_domain_marker
264,O Guds lamm (August Sderman),3089,3089,3089.xml,O Guds lamm (August Sderman),Soed-O_Guds_Lam.mxl,https://www.cpdl.org/wiki/images/b/bc/Soed-O_Guds_Lam.mxl,CPDL,Per-Anders Aglert,25761,2012-03-15,https://www.cpdl.org/wiki/index.php/O_Guds_lamm_(August_S%C3%B6derman),redistributable_cpdl_terms
266,"O Lord, how joyful is the King (William Cobbold)",3385,3385,3385.xml,"O Lord, how joyful is the King (William Cobbold)","Cobbold-O_Lord,_how_joyful_(Ps_21).mxl",https://www.cpdl.org/wiki/images/a/ad/Cobbold-O_Lord%2C_how_joyful_%28Ps_21%29.mxl,CPDL,André Vierendeels,41208,2016-09-24,"https://www.cpdl.org/wiki/index.php/O_Lord,_how_joyful_is_the_King_(William_Cobbold)",redistributable_cpdl_terms
268,O notte O cielo O mar (Maddalena Casulana),3699,3699,3699.xml,O notte O cielo O mar (Maddalena Casulana),"Casulena-O_notte,_o_ciel.mxl",https://www.cpdl.org/wiki/images/e/e4/Casulena-O_notte%2C_o_ciel.mxl,CPDL,André Vierendeels,46180,2017-09-01,https://www.cpdl.org/wiki/index.php/O_notte_O_cielo_O_mar_(Maddalena_Casulana),redistributable_cpdl_terms
269,O sacrum convivium (Giovanni Giorgi),3854,3854,3854.xml,O sacrum convivium (Giovanni Giorgi),Giorgi-osacrum.mxl,https://www.cpdl.org/wiki/images/f/f1/Giorgi-osacrum.mxl,CPDL,Paul R. Marchesano,16390,2008-03-18,https://www.cpdl.org/wiki/index.php/O_sacrum_convivium_(Giovanni_Giorgi),redistributable_cpdl_terms
270,O Saviour of the world (John Goss),2958,2958,2958.xml,O Saviour of the world (John Goss),O_Saviour_of_the_world_Goss.mxl,https://www.cpdl.org/wiki/images/e/e6/O_Saviour_of_the_world_Goss.mxl,Personal,Douglas Walczak,73286,2023-04-02,https://www.cpdl.org/wiki/index.php/O_Saviour_of_the_world_(John_Goss),permission_or_terms_review_required
271,O sonno (Cipriano de Rore),3180,3180,3180.xml,O sonno (Cipriano de Rore),O_sonno_Rore.mxl,https://www.cpdl.org/wiki/images/c/c9/O_sonno_Rore.mxl,CPDL,James Gibb,48583,2018-01-28,https://www.cpdl.org/wiki/index.php/O_sonno_(Cipriano_de_Rore),redistributable_cpdl_terms
273,O vos omnes (voci impari) (Toms Luis de Victoria),3320,3320,3320.xml,O vos omnes (voci impari) (Toms Luis de Victoria),O_vos_omnes_Victoria.mxl,https://www.cpdl.org/wiki/images/0/09/O_vos_omnes_Victoria.mxl,CPDL,Gary Harney,52966,2019-01-20,https://www.cpdl.org/wiki/index.php/O_vos_omnes_(voci_impari)_(Tom%C3%A1s_Luis_de_Victoria),redistributable_cpdl_terms
274,"O, Guds Lamm (Agnus Dei) (Harald Fryklf)",3539,3539,3539.xml,"O, Guds Lamm (Agnus Dei) (Harald Fryklf)",Ws-fryk-ogu.mxl,https://www.cpdl.org/wiki/images/8/89/Ws-fryk-ogu.mxl,CPDL,Per-Anders Aglert,1386,2000-09-22,"https://www.cpdl.org/wiki/index.php/O,_Guds_Lamm_(Agnus_Dei)_(Harald_Frykl%C3%B6f)",redistributable_cpdl_terms
276,Pingstpsalm (August Sderman),3196,3196,3196.xml,Pingstpsalm (August Sderman),Soed_Pingstpsalm.mxl,https://www.cpdl.org/wiki/images/5/52/Soed_Pingstpsalm.mxl,CPDL,Per-Anders Aglert,25787,2012-03-18,https://www.cpdl.org/wiki/index.php/Pingstpsalm_(August_S%C3%B6derman),redistributable_cpdl_terms
277,Plange quasi virgo (Marco Antonio Ingegneri),3197,3197,3197.xml,Plange quasi virgo (Marco Antonio Ingegneri),Plange_quasi_virgo_Ingegneri.mxl,https://www.cpdl.org/wiki/images/3/30/Plange_quasi_virgo_Ingegneri.mxl,CPDL,James Gibb,44740,2017-05-27,https://www.cpdl.org/wiki/index.php/Plange_quasi_virgo_(Marco_Antonio_Ingegneri),redistributable_cpdl_terms
278,Popule meus (Giovanni Pierluigi da Palestrina),2891,2891,2891.xml,Popule meus (Giovanni Pierluigi da Palestrina),Popule_meus_Palestrina.mxl,https://www.cpdl.org/wiki/images/c/ca/Popule_meus_Palestrina.mxl,CPDL,James Gibb,27673,2012-11-29,https://www.cpdl.org/wiki/index.php/Popule_meus_(Giovanni_Pierluigi_da_Palestrina),redistributable_cpdl_terms
279,Psalm 27 (Alice Tegnr),3878,3878,3878.xml,Psalm 27 (Alice Tegnr),AT_Psalm_27.mxl,https://www.cpdl.org/wiki/images/4/48/AT_Psalm_27.mxl,CPDL,Per-Anders Aglert,44291,2017-04-29,https://www.cpdl.org/wiki/index.php/Psalm_27_(Alice_Tegn%C3%A9r),redistributable_cpdl_terms
281,Quand contremont (Clment Janequin),2812,2812,2812.xml,Quand contremont (Clment Janequin),Quand_contremont_Janequin.mxl,https://www.cpdl.org/wiki/images/9/93/Quand_contremont_Janequin.mxl,CPDL,James Gibb,43263,2017-02-23,https://www.cpdl.org/wiki/index.php/Quand_contremont_(Cl%C3%A9ment_Janequin),redistributable_cpdl_terms
282,Qui dort icy? (Orlando di Lasso),3876,3876,3876.xml,Qui dort icy? (Orlando di Lasso),Qui_dort_icy_Lasso.mxl,https://www.cpdl.org/wiki/images/5/5d/Qui_dort_icy_Lasso.mxl,CPDL,James Gibb,43304,2017-02-26,https://www.cpdl.org/wiki/index.php/Qui_dort_icy%3F_(Orlando_di_Lasso),redistributable_cpdl_terms
283,Quis dabit oculis (Ludwig Senfl),4242,4242,4242.xml,Quis dabit oculis (Ludwig Senfl),Quis_dabis_oculis_Senfl.mxl,https://www.cpdl.org/wiki/images/b/b2/Quis_dabis_oculis_Senfl.mxl,CPDL,James Gibb,48621,2018-01-31,https://www.cpdl.org/wiki/index.php/Quis_dabit_oculis_(Ludwig_Senfl),redistributable_cpdl_terms
285,Regina caeli (Franz Xaver Witt),3796,3796,3796.xml,Regina caeli (Franz Xaver Witt),Regina_caeli_Witt.mxl,https://www.cpdl.org/wiki/images/0/07/Regina_caeli_Witt.mxl,CPDL,James Gibb,30001,2013-08-27,https://www.cpdl.org/wiki/index.php/Regina_caeli_(Franz_Xaver_Witt),redistributable_cpdl_terms
286,"Requiem, KV 626 (Wolfgang Amadeus Mozart)",3909,3909,3909.xml,"Requiem, KV 626 (Wolfgang Amadeus Mozart)",Moza-Intr.mxl,https://www.cpdl.org/wiki/images/b/b6/Moza-Intr.mxl,CPDL,Björn Ehnberg,20706,2009-12-28,"https://www.cpdl.org/wiki/index.php/Requiem,_KV_626_(Wolfgang_Amadeus_Mozart)",redistributable_cpdl_terms
287,Revelation (William Billings),3328,3328,3328.xml,Revelation (William Billings),Bil-rev.mxl,https://www.cpdl.org/wiki/images/2/28/Bil-rev.mxl,CPDL,Joachim Kelecom,17578,2008-07-13,https://www.cpdl.org/wiki/index.php/Revelation_(William_Billings),redistributable_cpdl_terms
288,Rutland (William Billings),3360,3360,3360.xml,Rutland (William Billings),RutlandBillings1781bpr.mxl,https://www.cpdl.org/wiki/images/0/03/RutlandBillings1781bpr.mxl,Public Domain,Barry Johnston,48285,2018-01-04,https://www.cpdl.org/wiki/index.php/Rutland_(William_Billings),public_domain_marker
289,Salve Regina (Ercole Bernabei),3038,3038,3038.xml,Salve Regina (Ercole Bernabei),Salve_Regina_Bernabei.mxl,https://www.cpdl.org/wiki/images/6/6a/Salve_Regina_Bernabei.mxl,CPDL,James Gibb,46908,2017-10-21,https://www.cpdl.org/wiki/index.php/Salve_Regina_(Ercole_Bernabei),redistributable_cpdl_terms
290,Salve Regina a 4 (Giovanni Pierluigi da Palestrina),3178,3178,3178.xml,Salve Regina a 4 (Giovanni Pierluigi da Palestrina),Salve_Regina_Palestrina_tr.mxl,https://www.cpdl.org/wiki/images/2/28/Salve_Regina_Palestrina_tr.mxl,CPDL,James Gibb,44810,2017-06-01,https://www.cpdl.org/wiki/index.php/Salve_Regina_a_4_(Giovanni_Pierluigi_da_Palestrina),redistributable_cpdl_terms
291,"Sanctus, D696:3 (Franz Schubert)",3570,3570,3570.xml,"Sanctus, D696:3 (Franz Schubert)",Sanctus_Schubert.mxl,https://www.cpdl.org/wiki/images/e/e0/Sanctus_Schubert.mxl,CPDL,James Gibb,47571,2017-11-20,"https://www.cpdl.org/wiki/index.php/Sanctus,_D696%3A3_(Franz_Schubert)",redistributable_cpdl_terms
292,Scaramella (Josquin des Prez),4083,4083,4083.xml,Scaramella (Josquin des Prez),Scaramella_des_Prez.mxl,https://www.cpdl.org/wiki/images/d/d2/Scaramella_des_Prez.mxl,CPDL,James Gibb,43358,2017-03-02,https://www.cpdl.org/wiki/index.php/Scaramella_(Josquin_des_Prez),redistributable_cpdl_terms
294,Since first I saw your face (Thomas Ford),3609,3609,3609.xml,Since first I saw your face (Thomas Ford),Since_first_I_saw_your_face_Ford.mxl,https://www.cpdl.org/wiki/images/f/f4/Since_first_I_saw_your_face_Ford.mxl,CPDL,James Gibb,43428,2017-03-06,https://www.cpdl.org/wiki/index.php/Since_first_I_saw_your_face_(Thomas_Ford),redistributable_cpdl_terms
295,Summer Street (William Billings),3599,3599,3599.xml,Summer Street (William Billings),SummerStreetBillings1770bprb.mxl,https://www.cpdl.org/wiki/images/f/f2/SummerStreetBillings1770bprb.mxl,Public Domain,Barry Johnston,35392,2015-05-13,https://www.cpdl.org/wiki/index.php/Summer_Street_(William_Billings),public_domain_marker
296,Te Deum (Short Service) (Orlando Gibbons),2870,2870,2870.xml,Te Deum (Short Service) (Orlando Gibbons),Te_Deum_Short_Gibbons.mxl,https://www.cpdl.org/wiki/images/6/6f/Te_Deum_Short_Gibbons.mxl,CPDL,James Gibb,29835,2013-08-15,https://www.cpdl.org/wiki/index.php/Te_Deum_(Short_Service)_(Orlando_Gibbons),redistributable_cpdl_terms
297,Te Deum laudamus (Giovanni Francesco Anerio),3070,3070,3070.xml,Te Deum laudamus (Giovanni Francesco Anerio),Te_Deum_Anerio_GF.mxl,https://www.cpdl.org/wiki/images/a/aa/Te_Deum_Anerio_GF.mxl,CPDL,James Gibb,47211,2017-11-04,https://www.cpdl.org/wiki/index.php/Te_Deum_laudamus_(Giovanni_Francesco_Anerio),redistributable_cpdl_terms
298,Those that do put their confidence (Richard Allison),3433,3433,3433.xml,Those that do put their confidence (Richard Allison),Allison-Those_that_doe_put_(Ps_125).mxl,https://www.cpdl.org/wiki/images/8/87/Allison-Those_that_doe_put_%28Ps_125%29.mxl,CPDL,André Vierendeels,41355,2016-10-08,https://www.cpdl.org/wiki/index.php/Those_that_do_put_their_confidence_(Richard_Allison),redistributable_cpdl_terms
299,Tmeiskin was jonck (Heinrich Isaac),3994,3994,3994.xml,Tmeiskin was jonck (Heinrich Isaac),Isaac-Tmeisken_was_jonck.mxl,https://www.cpdl.org/wiki/images/3/3e/Isaac-Tmeisken_was_jonck.mxl,CPDL,Willem Verkaik,32892,2014-09-08,https://www.cpdl.org/wiki/index.php/Tmeiskin_was_jonck_(Heinrich_Isaac),redistributable_cpdl_terms
300,Tu disoys que j'en mourroys (Claudin de Sermisy),2926,2926,2926.xml,Tu disoys que j'en mourroys (Claudin de Sermisy),Tu_disais_Sermisy.mxl,https://www.cpdl.org/wiki/images/3/3e/Tu_disais_Sermisy.mxl,CPDL,James Gibb,43565,2017-03-15,https://www.cpdl.org/wiki/index.php/Tu_disoys_que_j'en_mourroys_(Claudin_de_Sermisy),redistributable_cpdl_terms
301,Unus ex discipulis (Toms Luis de Victoria),3918,3918,3918.xml,Unus ex discipulis (Toms Luis de Victoria),Unus_Ex_Discipulis_Victoria.mxl,https://www.cpdl.org/wiki/images/9/90/Unus_Ex_Discipulis_Victoria.mxl,CPDL,James Gibb,27821,2012-12-18,https://www.cpdl.org/wiki/index.php/Unus_ex_discipulis_(Tom%C3%A1s_Luis_de_Victoria),redistributable_cpdl_terms
303,Vedrassi prima (Giovanni Pierluigi da Palestrina),3620,3620,3620.xml,Vedrassi prima (Giovanni Pierluigi da Palestrina),Vedrassi_prima_Palestrina.mxl,https://www.cpdl.org/wiki/images/f/f8/Vedrassi_prima_Palestrina.mxl,CPDL,James Gibb,43695,2017-03-21,https://www.cpdl.org/wiki/index.php/Vedrassi_prima_(Giovanni_Pierluigi_da_Palestrina),redistributable_cpdl_terms
304,Vrsng (Wilhelm Peterson-Berger),4022,4022,4022.xml,Vrsng (Wilhelm Peterson-Berger),PB_Vårsång_1.mxl,https://www.cpdl.org/wiki/images/3/32/PB_V%C3%A5rs%C3%A5ng_1.mxl,CPDL,Per-Anders Aglert,27753,2012-12-05,https://www.cpdl.org/wiki/index.php/V%C3%A5rs%C3%A5ng_(Wilhelm_Peterson-Berger),redistributable_cpdl_terms
305,With heart and mouth (Edmund Hooper),3631,3631,3631.xml,With heart and mouth (Edmund Hooper),Hooper-With_heart_and_mouth_(Ps_9).mxl,https://www.cpdl.org/wiki/images/2/26/Hooper-With_heart_and_mouth_%28Ps_9%29.mxl,CPDL,André Vierendeels,41224,2016-09-24,https://www.cpdl.org/wiki/index.php/With_heart_and_mouth_(Edmund_Hooper),redistributable_cpdl_terms
307,Zagaleja de lo verde (Juan Vasquez),2944,2944,2944.xml,Zagaleja de lo verde (Juan Vasquez),Zagaleja_de_lo_verde_Vasquez.mxl,https://www.cpdl.org/wiki/images/a/a0/Zagaleja_de_lo_verde_Vasquez.mxl,CPDL,James Gibb,44011,2017-04-12,https://www.cpdl.org/wiki/index.php/Zagaleja_de_lo_verde_(Juan_Vasquez),redistributable_cpdl_terms
